"id","codigo","opc","categoria","sub_categoria","descricao","restrito_sexo","campos_rad","estadio","repete_rad"
8997,"S925",,"N","S","S92.5 Frat de outr artelho","5","000","N","N"
8998,"S927",,"N","S","S92.7 Frat mult do pe","5","000","N","N"
8999,"S929",,"N","S","S92.9 Frat do pe NE","5","000","N","N"
9000,"S93",,"S","N","S93   Luxac entors distens artic lig niv tornoz pe","5","000","N","N"
9001,"S930",,"N","S","S93.0 Luxacao da articulacao do tornozelo","5","000","N","N"
9002,"S931",,"N","S","S93.1 Luxacao de artelhos","5","000","N","N"
9003,"S932",,"N","S","S93.2 Ruptura de ligamentos nivel tornozelo e pe","5","000","N","N"
9004,"S933",,"N","S","S93.3 Luxacao de outr partes e das NE do pe","5","000","N","N"
9005,"S934",,"N","S","S93.4 Entorse e distensao do tornozelo","5","000","N","N"
9006,"S935",,"N","S","S93.5 Entorse e distensao de artelhos","5","000","N","N"
9007,"S936",,"N","S","S93.6 Entorse distensao outr partes e partes NE pe","5","000","N","N"
9008,"S94",,"S","N","S94   Traum dos nervos ao nivel do tornozelo e pe","5","000","N","N"
9009,"S940",,"N","S","S94.0 Traum do nervo plantar externo","5","000","N","N"
9010,"S941",,"N","S","S94.1 Traum do nervo plantar interno","5","000","N","N"
9011,"S942",,"N","S","S94.2 Traum nervo peronial prof niv tornozelo e pe","5","000","N","N"
9012,"S943",,"N","S","S94.3 Traum nervo sensit cutaneo niv tornozelo pe","5","000","N","N"
9013,"S947",,"N","S","S94.7 Traum de mult nervos ao nivel tornozelo e pe","5","000","N","N"
9014,"S948",,"N","S","S94.8 Traum de outr nervos ao nivel tornozelo e pe","5","000","N","N"
9015,"S949",,"N","S","S94.9 Traum de nervo NE ao nivel do tornozelo e pe","5","000","N","N"
9016,"S95",,"S","N","S95   Traum vasos sanguineos nivel tornozelo e pe","5","000","N","N"
9017,"S950",,"N","S","S95.0 Traum da arteria dorsal do pe","5","000","N","N"
9018,"S951",,"N","S","S95.1 Traum da arteria plantar do pe","5","000","N","N"
9019,"S952",,"N","S","S95.2 Traum da veia dorsal do pe","5","000","N","N"
9020,"S957",,"N","S","S95.7 Traum mult vasos sang nivel tornozelo e pe","5","000","N","N"
9021,"S958",,"N","S","S95.8 Traum outr vasos sang nivel tornozelo e pe","5","000","N","N"
9022,"S959",,"N","S","S95.9 Traum vaso sanguineo NE nivel tornozelo e pe","5","000","N","N"
9023,"S96",,"S","N","S96   Traum musculo e tendao nivel tornozelo e pe","5","000","N","N"
9024,"S960",,"N","S","S96.0 Traum musc tend musc flex long artel torn pe","5","000","N","N"
9025,"S961",,"N","S","S96.1 Traum musc tend exten long artel niv torn pe","5","000","N","N"
9026,"S962",,"N","S","S96.2 Traum musc intrinseco tendao nivel tornoz pe","5","000","N","N"
9027,"S967",,"N","S","S96.7 Traum mult musc tendoes nivel tornozelo e pe","5","000","N","N"
9028,"S968",,"N","S","S96.8 Traum outr tendoes e musc niv tornozelo e pe","5","000","N","N"
9029,"S969",,"N","S","S96.9 Traum de musculo e tendao NE tornozelo e pe","5","000","N","N"
9030,"S97",,"S","N","S97   Lesao p/esmag do tornozelo e do pe","5","000","N","N"
9031,"S970",,"N","S","S97.0 Lesao p/esmag do tornozelo","5","000","N","N"
9032,"S971",,"N","S","S97.1 Lesao p/esmag de artelhos","5","000","N","N"
9033,"S978",,"N","S","S97.8 Lesao p/esmag outr partes do tornozelo e pe","5","000","N","N"
9034,"S98",,"S","N","S98   Amput traum do tornozelo e do pe","5","000","N","N"
9035,"S980",,"N","S","S98.0 Amput traum do pe ao nivel do tornozelo","5","000","N","N"
9036,"S981",,"N","S","S98.1 Amput traum de apenas um artelho","5","000","N","N"
9037,"S982",,"N","S","S98.2 Amput traum de dois ou mais artelhos","5","000","N","N"
9038,"S983",,"N","S","S98.3 Amput traum de outr partes do pe","5","000","N","N"
9039,"S984",,"N","S","S98.4 Amput traum do pe ao nivel NE","5","000","N","N"
9040,"S99",,"S","N","S99   Outr traum e os NE do tornozelo e do pe","5","000","N","N"
9041,"S997",,"N","S","S99.7 Traum mult do tornozelo e do pe","5","000","N","N"
9042,"S998",,"N","S","S99.8 Outr traum espec do tornozelo e do pe","5","000","N","N"
9043,"S999",,"N","S","S99.9 Traum NE do tornozelo e do pe","5","000","N","N"
9044,"T00",,"S","N","T00   Traum superf envolv mult regioes corpo","5","000","N","N"
9045,"T000",,"N","S","T00.0 Traum superf envolv a cabeca c/o pescoco","5","000","N","N"
9046,"T001",,"N","S","T00.1 Traum super env torax abd part inf dors pelv","5","000","N","N"
9047,"T002",,"N","S","T00.2 Traum superf envolv reg mult membros super","5","000","N","N"
9048,"T003",,"N","S","T00.3 Traum superf envolv reg mult membros infer","5","000","N","N"
9049,"T006",,"N","S","T00.6 Traum superf envolv reg mult membr sup infer","5","000","N","N"
9050,"T008",,"N","S","T00.8 Traum superf envolv outr comb regioes corpo","5","000","N","N"
9051,"T009",,"N","S","T00.9 Traum superf mult NE","5","000","N","N"
9052,"T01",,"S","N","T01   Ferim envolv mult regioes do corpo","5","000","N","N"
9053,"T010",,"N","S","T01.0 Ferim envolv a cabeca c/o pescoco","5","000","N","N"
9054,"T011",,"N","S","T01.1 Ferim envolv torax abd part inf dorso pelve","5","000","N","N"
9055,"T012",,"N","S","T01.2 Ferim envolv regioes mult de membros super","5","000","N","N"
9056,"T013",,"N","S","T01.3 Ferim envolv mult regioes de membros infer","5","000","N","N"
9057,"T016",,"N","S","T01.6 Ferim envolv regi mult membr super membr inf","5","000","N","N"
9058,"T018",,"N","S","T01.8 Ferim envolv outr combinacoes regioes corpo","5","000","N","N"
9059,"T019",,"N","S","T01.9 Ferim mult NE","5","000","N","N"
9060,"T02",,"S","N","T02   Frat envolv mult regioes do corpo","5","000","N","N"
9061,"T020",,"N","S","T02.0 Frat envolv cabeca c/pescoco","5","000","N","N"
9062,"T021",,"N","S","T02.1 Frat envolv torax c/parte inf dorso e pelve","5","000","N","N"
9063,"T022",,"N","S","T02.2 Frat envolv regioes mult de um membro super","5","000","N","N"
9064,"T023",,"N","S","T02.3 Frat envolv regioes mult de um membro infer","5","000","N","N"
9065,"T024",,"N","S","T02.4 Frat envolv regioes mult ambos membros super","5","000","N","N"
9066,"T025",,"N","S","T02.5 Frat envolv regioes mult ambos membros infer","5","000","N","N"
9067,"T026",,"N","S","T02.6 Frat envolv regioes mult membros sup c/infer","5","000","N","N"
9068,"T027",,"N","S","T02.7 Frat envolv torax part inf dorso pelve membr","5","000","N","N"
9069,"T028",,"N","S","T02.8 Frat envolv outr combinacoes regioes corpo","5","000","N","N"
9070,"T029",,"N","S","T02.9 Frat mult NE","5","000","N","N"
9071,"T03",,"S","N","T03   Luxac entors distens envolv reg mult corpo","5","000","N","N"
9072,"T030",,"N","S","T03.0 Luxac entors distens envolv cabeca pescoco","5","000","N","N"
9073,"T031",,"N","S","T03.1 Lux entor dist env torax part inf dors pelv","5","000","N","N"
9074,"T032",,"N","S","T03.2 Luxac entors dist envolv reg mult membr sup","5","000","N","N"
9075,"T033",,"N","S","T03.3 Luxac entors dist envolv reg mult membr inf","5","000","N","N"
9076,"T034",,"N","S","T03.4 Luxac entors dist env reg mult membr sup inf","5","000","N","N"
9077,"T038",,"N","S","T03.8 Luxac entors distens env outr comb reg corpo","5","000","N","N"
9078,"T039",,"N","S","T03.9 Luxacoes entorses e distensoes mult NE","5","000","N","N"
9079,"T04",,"S","N","T04   Traum p/esmag envolv mult regioes do corpo","5","000","N","N"
9080,"T040",,"N","S","T04.0 Traum p/esmag envolv a cabeca c/o pescoco","5","000","N","N"
9081,"T041",,"N","S","T04.1 Traum p/esm env torax abd part inf dors pelv","5","000","N","N"
9082,"T042",,"N","S","T04.2 Traum p/esmag envolv regioes mult membr sup","5","000","N","N"
9083,"T043",,"N","S","T04.3 Traum p/esmag envolv regioes mult membr inf","5","000","N","N"
9084,"T044",,"N","S","T04.4 Traum p/esmag env regioes mult membr sup inf","5","000","N","N"
9085,"T047",,"N","S","T04.7 Traum esm torax abd part inf dors pelv membr","5","000","N","N"
9086,"T048",,"N","S","T04.8 Traum p/esmag envolv outr comb regioes corpo","5","000","N","N"
9087,"T049",,"N","S","T04.9 Traum mult p/esmag NE","5","000","N","N"
9088,"T05",,"S","N","T05   Amput traum envolv mult regioes do corpo","5","000","N","N"
9089,"T050",,"N","S","T05.0 Amput traum de ambas as maos","5","000","N","N"
9090,"T051",,"N","S","T05.1 Amput traum de uma mao e de um outr braco","5","000","N","N"
9091,"T052",,"N","S","T05.2 Amput traum de ambos os bracos","5","000","N","N"
9092,"T053",,"N","S","T05.3 Amput traum de ambos os pes","5","000","N","N"
9093,"T054",,"N","S","T05.4 Amput traum de um pe e outr perna","5","000","N","N"
9094,"T055",,"N","S","T05.5 Amput traum de ambas as pernas","5","000","N","N"
9095,"T056",,"N","S","T05.6 Amput traum de membros super infer qq comb","5","000","N","N"
9096,"T058",,"N","S","T05.8 Amput traum envolv outr comb regioes corpo","5","000","N","N"
9097,"T059",,"N","S","T05.9 Amput traum mult NE","5","000","N","N"
9098,"T06",,"S","N","T06   Outr traum envolv regioes mult do corpo NCOP","5","000","N","N"
9099,"T060",,"N","S","T06.0 Traum cer nerv cran nerv med espinh niv pesc","5","000","N","N"
9100,"T061",,"N","S","T06.1 Traum nerv med espinh env outr reg mult corp","5","000","N","N"
9101,"T062",,"N","S","T06.2 Traum de nervos envolv regioes mult do corpo","5","000","N","N"
9102,"T063",,"N","S","T06.3 Traum vasos sang envolv regioes mult corpo","5","000","N","N"
9103,"T064",,"N","S","T06.4 Traum musculos tendoes envolv reg mult corpo","5","000","N","N"
9104,"T065",,"N","S","T06.5 Traum org intratorac c/intra-abdom pelvicos","5","000","N","N"
9105,"T068",,"N","S","T06.8 Outr traum espec envolv regioes mult corpo","5","000","N","N"
9106,"T07",,"S","S","T07   Traum mult NE","5","000","N","N"
9107,"T08",,"S","S","T08   Frat da coluna nivel NE","5","000","N","N"
9108,"T09",,"S","N","T09   Outr traum de coluna e tronco nivel NE","5","000","N","N"
9109,"T090",,"N","S","T09.0 Traum superf do tronco nivel NE","5","000","N","N"
9110,"T091",,"N","S","T09.1 Ferim do tronco nivel NE","5","000","N","N"
9111,"T092",,"N","S","T09.2 Luxacao entorse distens artic lig NE tronco","5","000","N","N"
9112,"T093",,"N","S","T09.3 Traum de medula espinhal nivel NE","5","000","N","N"
9113,"T094",,"N","S","T09.4 Traum nerv raiz nerv espinh plexos NE tronco","5","000","N","N"
9114,"T095",,"N","S","T09.5 Traum de musculo e tendao NE do tronco","5","000","N","N"
9115,"T096",,"N","S","T09.6 Amput traum do tronco nivel NE","5","000","N","N"
9116,"T098",,"N","S","T09.8 Outr traum espec do tronco nivel NE","5","000","N","N"
9117,"T099",,"N","S","T09.9 Traum NE do tronco nivel NE","5","000","N","N"
9118,"T10",,"S","S","T10   Frat do membro super nivel NE","5","000","N","N"
9119,"T11",,"S","N","T11   Outr traum de membro super nivel NE","5","000","N","N"
9120,"T110",,"N","S","T11.0 Traum superf do membro super nivel NE","5","000","N","N"
9121,"T111",,"N","S","T11.1 Ferim do membro super nivel NE","5","000","N","N"
9122,"T112",,"N","S","T11.2 Lux entor dist artic lig NE membr sup niv NE","5","000","N","N"
9123,"T113",,"N","S","T11.3 Traum de nervo NE do membro super nivel NE","5","000","N","N"
9124,"T114",,"N","S","T11.4 Traum vaso sanguineo NE membro sup nivel NE","5","000","N","N"
9125,"T115",,"N","S","T11.5 Traum musculo e tendao NE membr sup nivel NE","5","000","N","N"
9126,"T116",,"N","S","T11.6 Amput traum do membro super nivel NE","5","000","N","N"
9127,"T118",,"N","S","T11.8 Outr traum espec do membro super nivel NE","5","000","N","N"
9128,"T119",,"N","S","T11.9 Traum NE do membro super nivel NE","5","000","N","N"
9129,"T12",,"S","S","T12   Frat do membro infer nivel NE","5","000","N","N"
9130,"T13",,"S","N","T13   Outr traum de membro infer nivel NE","5","000","N","N"
9131,"T130",,"N","S","T13.0 Traum superf de membro infer nivel NE","5","000","N","N"
9132,"T131",,"N","S","T13.1 Ferim de membro infer nivel NE","5","000","N","N"
9133,"T132",,"N","S","T13.2 Lux entor dist artic lig NE membr inf niv NE","5","000","N","N"
9134,"T133",,"N","S","T13.3 Traum de nervo NE de membro infer nivel NE","5","000","N","N"
9135,"T134",,"N","S","T13.4 Traum vaso sang NE membro infer nivel NE","5","000","N","N"
9136,"T135",,"N","S","T13.5 Traum musculo tendao NE membro inf nivel NE","5","000","N","N"
9137,"T136",,"N","S","T13.6 Amput traum de membro infer nivel NE","5","000","N","N"
9138,"T138",,"N","S","T13.8 Outr traum espec de membro infer nivel NE","5","000","N","N"
9139,"T139",,"N","S","T13.9 Traum NE do membro infer nivel NE","5","000","N","N"
9140,"T14",,"S","N","T14   Traum de regiao NE do corpo","5","000","N","N"
9141,"T140",,"N","S","T14.0 Traum superf de regiao NE do corpo","5","000","N","N"
9142,"T141",,"N","S","T14.1 Ferim de regiao NE do corpo","5","000","N","N"
9143,"T142",,"N","S","T14.2 Frat de regiao NE do corpo","5","000","N","N"
9144,"T143",,"N","S","T14.3 Luxacao entorse e distensao regiao NE corpo","5","000","N","N"
9145,"T144",,"N","S","T14.4 Traum de nervos de regiao NE do corpo","5","000","N","N"
9146,"T145",,"N","S","T14.5 Traum de vasos sanguineos de regiao NE corpo","5","000","N","N"
9147,"T146",,"N","S","T14.6 Traum de musculos e tendoes regiao NE corpo","5","000","N","N"
9148,"T147",,"N","S","T14.7 Traum p/esmag e amput traum regioes NE corpo","5","000","N","N"
9149,"T148",,"N","S","T14.8 Outr traum de regiao NE do corpo","5","000","N","N"
9150,"T149",,"N","S","T14.9 Traum NE","5","000","N","N"
9151,"T15",,"S","N","T15   Corpo estranho na parte externa do olho","5","000","N","N"
9152,"T150",,"N","S","T15.0 Corpo estranho na cornea","5","000","N","N"
9153,"T151",,"N","S","T15.1 Corpo estranho no saco conjuntival","5","000","N","N"
9154,"T158",,"N","S","T15.8 Corpo estranh outr loc mult part ext olho","5","000","N","N"
9155,"T159",,"N","S","T15.9 Corpo estranho parte NE regiao externa olho","5","000","N","N"
9156,"T16",,"S","S","T16   Corpo estranho no ouvido","5","000","N","N"
9157,"T17",,"S","N","T17   Corpo estranho no trato respirat","5","000","N","N"
9158,"T170",,"N","S","T17.0 Corpo estranho no seio nasal","5","000","N","N"
9159,"T171",,"N","S","T17.1 Corpo estranho na narina","5","000","N","N"
9160,"T172",,"N","S","T17.2 Corpo estranho na faringe","5","000","N","N"
9161,"T173",,"N","S","T17.3 Corpo estranho na laringe","5","000","N","N"
9162,"T174",,"N","S","T17.4 Corpo estranho na traqueia","5","000","N","N"
9163,"T175",,"N","S","T17.5 Corpo estranho no bronquio","5","000","N","N"
9164,"T178",,"N","S","T17.8 Corpo estranho outr partes mult trato resp","5","000","N","N"
9165,"T179",,"N","S","T17.9 Corpo estranho no trato respirat parte NE","5","000","N","N"
9166,"T18",,"S","N","T18   Corpo estranho no aparelho digestivo","5","000","N","N"
9167,"T180",,"N","S","T18.0 Corpo estranho na boca","5","000","N","N"
9168,"T181",,"N","S","T18.1 Corpo estranho no esofago","5","000","N","N"
9169,"T182",,"N","S","T18.2 Corpo estranho no estomago","5","000","N","N"
9170,"T183",,"N","S","T18.3 Corpo estranho no intestino delgado","5","000","N","N"
9171,"T184",,"N","S","T18.4 Corpo estranho no colon","5","000","N","N"
9172,"T185",,"N","S","T18.5 Corpo estranho no anus e reto","5","000","N","N"
9173,"T188",,"N","S","T18.8 Corpo estranho outr partes mult ap digestivo","5","000","N","N"
9174,"T189",,"N","S","T18.9 Corpo estranho em parte NE ap digestivo","5","000","N","N"
9175,"T19",,"S","N","T19   Corpo estranho no trato geniturinario","5","000","N","N"
9176,"T190",,"N","S","T19.0 Corpo estranho na uretra","5","000","N","N"
9177,"T191",,"N","S","T19.1 Corpo estranho na bexiga","5","000","N","N"
9178,"T192",,"N","S","T19.2 Corpo estranho na vulva e vagina","3","000","N","N"
9179,"T193",,"N","S","T19.3 Corpo estranho no utero","3","000","N","N"
9180,"T198",,"N","S","T19.8 Corpo estranho out part mult trat geniturin","5","000","N","N"
9181,"T199",,"N","S","T19.9 Corpo estranho trato geniturinario parte NE","5","000","N","N"
9182,"T20",,"S","N","T20   Queim e corrosao da cabeca e pescoco","5","000","N","N"
9183,"T200",,"N","S","T20.0 Queim da cabeca e do pescoco grau NE","5","000","N","N"
9184,"T201",,"N","S","T20.1 Queim de 1.grau da cabeca e pescoco","5","000","N","N"
9185,"T202",,"N","S","T20.2 Queim de 2.grau da cabeca e do pescoco","5","000","N","N"
9186,"T203",,"N","S","T20.3 Queim de 3.grau da cabeca e pescoco","5","000","N","N"
9187,"T204",,"N","S","T20.4 Corrosao da cabeca e do pescoco grau NE","5","000","N","N"
9188,"T205",,"N","S","T20.5 Corrosao de 1.grau cabeca e pescoco","5","000","N","N"
9189,"T206",,"N","S","T20.6 Corrosao de 2.grau cabeca e pescoco","5","000","N","N"
9190,"T207",,"N","S","T20.7 Corrosao de 3.grau cabeca e pescoco","5","000","N","N"
9191,"T21",,"S","N","T21   Queim e corrosao do tronco","5","000","N","N"
9192,"T210",,"N","S","T21.0 Queim do tronco grau NE","5","000","N","N"
9193,"T211",,"N","S","T21.1 Queim de 1.grau do tronco","5","000","N","N"
9194,"T212",,"N","S","T21.2 Queim de 2.grau do tronco","5","000","N","N"
9195,"T213",,"N","S","T21.3 Queim de 3.grau do tronco","5","000","N","N"
9196,"T214",,"N","S","T21.4 Corrosao do tronco grau NE","5","000","N","N"
9197,"T215",,"N","S","T21.5 Corrosao de 1.grau do tronco","5","000","N","N"
9198,"T216",,"N","S","T21.6 Corrosao de 2.grau do tronco","5","000","N","N"
9199,"T217",,"N","S","T21.7 Corrosao de 3.grau do tronco","5","000","N","N"
9200,"T22",,"S","N","T22   Queim corrosao ombro membr sup exc punho mao","5","000","N","N"
9201,"T220",,"N","S","T22.0 Queim ombro membr sup exc punho mao grau NE","5","000","N","N"
9202,"T221",,"N","S","T22.1 Queim 1.grau ombro membr sup exc punho e mao","5","000","N","N"
9203,"T222",,"N","S","T22.2 Queim 2.grau ombro membr sup exc punho e mao","5","000","N","N"
9204,"T223",,"N","S","T22.3 Queim 3.grau ombro membr sup exc punho e mao","5","000","N","N"
9205,"T224",,"N","S","T22.4 Corros ombro membr sup exc punho mao grau NE","5","000","N","N"
9206,"T225",,"N","S","T22.5 Corrosao 1.grau ombr membr sup exc punho mao","5","000","N","N"
9207,"T226",,"N","S","T22.6 Corrosao 2.grau ombr membr sup exc punho mao","5","000","N","N"
9208,"T227",,"N","S","T22.7 Corrosao 3.grau ombr membr sup exc punho mao","5","000","N","N"
9209,"T23",,"S","N","T23   Queim e corrosao do punho e da mao","5","000","N","N"
9210,"T230",,"N","S","T23.0 Queim do punho e da mao grau NE","5","000","N","N"
9211,"T231",,"N","S","T23.1 Queim de 1.grau do punho e da mao","5","000","N","N"
9212,"T232",,"N","S","T23.2 Queim de 2.grau do punho e da mao","5","000","N","N"
9213,"T233",,"N","S","T23.3 Queim de 3.grau do punho e da mao","5","000","N","N"
9214,"T234",,"N","S","T23.4 Corrosao do punho e da mao grau NE","5","000","N","N"
9215,"T235",,"N","S","T23.5 Corrosao de 1.grau do punho e da mao","5","000","N","N"
9216,"T236",,"N","S","T23.6 Corrosao de 2.grau do punho e da mao","5","000","N","N"
9217,"T237",,"N","S","T23.7 Corrosao de 3.grau do punho e da mao","5","000","N","N"
9218,"T24",,"S","N","T24   Queim corros quadr membro inf exc tornoz pe","5","000","N","N"
9219,"T240",,"N","S","T24.0 Queim quadr membr inf exc tornoz pe grau NE","5","000","N","N"
9220,"T241",,"N","S","T24.1 Queim 1.grau quadr membr inf exc tornoz pe","5","000","N","N"
9221,"T242",,"N","S","T24.2 Queim 2.grau quadr membr inf exc tornoz pe","5","000","N","N"
9222,"T243",,"N","S","T24.3 Queim 3.grau quadr membr inf exc tornoz pe","5","000","N","N"
9223,"T244",,"N","S","T24.4 Corros quadr membr inf exc tornoz pe grau NE","5","000","N","N"
9224,"T245",,"N","S","T24.5 Corros 1.grau quadr membr inf exc tornoz pe","5","000","N","N"
9225,"T246",,"N","S","T24.6 Corros 2.grau quadr membr inf exc tornoz pe","5","000","N","N"
9226,"T247",,"N","S","T24.7 Corros 3.grau quadr membr inf exc tornoz pe","5","000","N","N"
9227,"T25",,"S","N","T25   Queim e corrosao do tornozelo e do pe","5","000","N","N"
9228,"T250",,"N","S","T25.0 Queim do tornozelo e do pe grau NE","5","000","N","N"
9229,"T251",,"N","S","T25.1 Queim de 1.grau do tornozelo e do pe","5","000","N","N"
9230,"T252",,"N","S","T25.2 Queim de 2.grau do tornozelo e do pe","5","000","N","N"
9231,"T253",,"N","S","T25.3 Queim de 3.grau do tornozelo e do pe","5","000","N","N"
9232,"T254",,"N","S","T25.4 Corrosao do tornozelo e do pe grau NE","5","000","N","N"
9233,"T255",,"N","S","T25.5 Corrosao de 1.grau do tornozelo e do pe","5","000","N","N"
9234,"T256",,"N","S","T25.6 Corrosao de 2.grau do tornozelo e do pe","5","000","N","N"
9235,"T257",,"N","S","T25.7 Corrosao de 3.grau do tornozelo e do pe","5","000","N","N"
9236,"T26",,"S","N","T26   Queim e corrosao limitadas ao olho e anexos","5","000","N","N"
9237,"T260",,"N","S","T26.0 Queim da palpebra e da regiao periocular","5","000","N","N"
9238,"T261",,"N","S","T26.1 Queim da cornea e do saco conjuntival","5","000","N","N"
9239,"T262",,"N","S","T26.2 Queim c/result rupt e destruic globo ocular","5","000","N","N"
9240,"T263",,"N","S","T26.3 Queim de outr partes do olho e anexos","5","000","N","N"
9241,"T264",,"N","S","T26.4 Queim do olho e anexos parte NE","5","000","N","N"
9242,"T265",,"N","S","T26.5 Corrosao da palpebra e da regiao periocular","5","000","N","N"
9243,"T266",,"N","S","T26.6 Corrosao da cornea e do saco conjuntival","5","000","N","N"
9244,"T267",,"N","S","T26.7 Corrosao c/result rupt destruic globo ocular","5","000","N","N"
9245,"T268",,"N","S","T26.8 Corrosao de outr partes do olho e anexos","5","000","N","N"
9246,"T269",,"N","S","T26.9 Corrosao do olho e anexos parte NE","5","000","N","N"
9247,"T27",,"S","N","T27   Queim e corrosao do trato respirat","5","000","N","N"
9248,"T270",,"N","S","T27.0 Queim da laringe e traqueia","5","000","N","N"
9249,"T271",,"N","S","T27.1 Queim da laringe traqueia c/pulmao","5","000","N","N"
9250,"T272",,"N","S","T27.2 Queim de outr partes do trato respirat","5","000","N","N"
9251,"T273",,"N","S","T27.3 Queim do trato respirat parte NE","5","000","N","N"
9252,"T274",,"N","S","T27.4 Corrosao da laringe e traqueia","5","000","N","N"
9253,"T275",,"N","S","T27.5 Corrosao laringe traqueia c/corrosao pulmao","5","000","N","N"
9254,"T276",,"N","S","T27.6 Corrosao de outr partes do trato respirat","5","000","N","N"
9255,"T277",,"N","S","T27.7 Corrosao do trato respirat parte NE","5","000","N","N"
9256,"T28",,"S","N","T28   Queim e corrosao de outr orgaos internos","5","000","N","N"
9257,"T280",,"N","S","T28.0 Queim da boca e da faringe","5","000","N","N"
9258,"T281",,"N","S","T28.1 Queim do esofago","5","000","N","N"
9259,"T282",,"N","S","T28.2 Queim de outr partes do trato alimentar","5","000","N","N"
9260,"T283",,"N","S","T28.3 Queim dos orgaos geniturinarios internos","5","000","N","N"
9261,"T284",,"N","S","T28.4 Queim de outr orgaos internos e dos NE","5","000","N","N"
9262,"T285",,"N","S","T28.5 Corrosao da boca e faringe","5","000","N","N"
9263,"T286",,"N","S","T28.6 Corrosao do esofago","5","000","N","N"
9264,"T287",,"N","S","T28.7 Corrosao de outr partes do trato alimentar","5","000","N","N"
9265,"T288",,"N","S","T28.8 Corrosao de orgaos geniturinarios internos","5","000","N","N"
9266,"T289",,"N","S","T28.9 Corrosao de outr orgaos internos e dos NE","5","000","N","N"
9267,"T29",,"S","N","T29   Queim e corrosoes de mult regioes do corpo","5","000","N","N"
9268,"T290",,"N","S","T29.0 Queim mult grau NE","5","000","N","N"
9269,"T291",,"N","S","T29.1 Queim mult s/menc queim ultrapass 1.grau","5","000","N","N"
9270,"T292",,"N","S","T29.2 Queim mult s/menc queim ultrapass 2.grau","5","000","N","N"
9271,"T293",,"N","S","T29.3 Queim mult menc ao menos uma queim de 3.grau","5","000","N","N"
9272,"T294",,"N","S","T29.4 Corrosoes mult grau NE","5","000","N","N"
9273,"T295",,"N","S","T29.5 Corrosoes mult s/menc corros ultrapas 1.grau","5","000","N","N"
9274,"T296",,"N","S","T29.6 Corrosoes mult s/menc corros ultrapas 2.grau","5","000","N","N"
9275,"T297",,"N","S","T29.7 Corrosoes mult menc ao menos corros 3.grau","5","000","N","N"
9276,"T30",,"S","N","T30   Queim e corrosao parte NE do corpo","5","000","N","N"
9277,"T300",,"N","S","T30.0 Queim parte do corpo NE grau NE","5","000","N","N"
9278,"T301",,"N","S","T30.1 Queim de 1.grau parte do corpo NE","5","000","N","N"
9279,"T302",,"N","S","T30.2 Queim de 2.grau parte do corpo NE","5","000","N","N"
9280,"T303",,"N","S","T30.3 Queim de 3.grau parte do corpo NE","5","000","N","N"
9281,"T304",,"N","S","T30.4 Corrosao parte do corpo NE grau NE","5","000","N","N"
9282,"T305",,"N","S","T30.5 Corrosao de 1.grau parte do corpo NE","5","000","N","N"
9283,"T306",,"N","S","T30.6 Corrosao de 2.grau parte do corpo NE","5","000","N","N"
9284,"T307",,"N","S","T30.7 Corrosao de 3.grau parte do corpo NE","5","000","N","N"
9285,"T31",,"S","N","T31   Queim classif seg ext superf corporal ating","5","000","N","N"
9286,"T310",,"N","S","T31.0 Queim envolv menos de 10% da superf corporal","5","000","N","N"
9287,"T311",,"N","S","T31.1 Queim envolv de 10-19% da superf corporal","5","000","N","N"
9288,"T312",,"N","S","T31.2 Queim envolv de 20-29% da superf corporal","5","000","N","N"
9289,"T313",,"N","S","T31.3 Queim envolv de 30-39% da superf corporal","5","000","N","N"
9290,"T314",,"N","S","T31.4 Queim envolv de 40-49% da superf corporal","5","000","N","N"
9291,"T315",,"N","S","T31.5 Queim envolv de 50-59% da superf corporal","5","000","N","N"
9292,"T316",,"N","S","T31.6 Queim envolv de 60-69% da superf corporal","5","000","N","N"
9293,"T317",,"N","S","T31.7 Queim envolv de 70-79% da superf corporal","5","000","N","N"
9294,"T318",,"N","S","T31.8 Queim envolv de 80-89% da superf corporal","5","000","N","N"
9295,"T319",,"N","S","T31.9 Queim envolv 90% ou mais da superf corporal","5","000","N","N"
9296,"T32",,"S","N","T32   Corrosoes classif seg ext superf corp ating","5","000","N","N"
9297,"T320",,"N","S","T32.0 Corrosoes envolv menos de 10% superf corp","5","000","N","N"
9298,"T321",,"N","S","T32.1 Corrosoes envolv 10-19% da superf corporal","5","000","N","N"
9299,"T322",,"N","S","T32.2 Corrosoes envolv 20-29% da superf corporal","5","000","N","N"
9300,"T323",,"N","S","T32.3 Corrosoes envolv 30-39% da superf corporal","5","000","N","N"
9301,"T324",,"N","S","T32.4 Corrosoes envolv 40-49% da superf corporal","5","000","N","N"
9302,"T325",,"N","S","T32.5 Corrosoes envolv 50-59% da superf corporal","5","000","N","N"
9303,"T326",,"N","S","T32.6 Corrosoes envolv 60-69% da superf corporal","5","000","N","N"
9304,"T327",,"N","S","T32.7 Corrosoes envolv 70-79% da superf corporal","5","000","N","N"
9305,"T328",,"N","S","T32.8 Corrosoes envolv 80-89% da superf corporal","5","000","N","N"
9306,"T329",,"N","S","T32.9 Corrosoes envolv 90% ou mais superf corporal","5","000","N","N"
9307,"T33",,"S","N","T33   Geladura superf","5","000","N","N"
9308,"T330",,"N","S","T33.0 Geladura superf da cabeca","5","000","N","N"
