"id","nome","codigo"
1357,"Tecnico de materia-prima e material","391135"
1358,"Analista de manutencaoequipamentos aereos)","391140"
1359,"Analista de planejamento de manutencao","391145"
1360,"Inspetor de qualidade","391205"
1361,"Tecnico de garantia da qualidade","391210"
1362,"Operador de inspecao de qualidade","391215"
1363,"Tecnico de painel de controle","391220"
1364,"Escolhedor de papel","391225"
1365,"Tecnico operacional de servicos de correios","391230"
1366,"Tecnico de apoio em pesquisa e desenvolvimentoexceto agropecuario e florestal)","395105"
1367,"Tecnico de apoio em pesquisa e desenvolvimento agropecuario florestal","395110"
1368,"Supervisor administrativo","410105"
1369,"Supervisor de almoxarifado","410205"
1370,"Supervisor de cambio","410210"
1371,"Supervisor de contas a pagar","410215"
1372,"Supervisor de controle patrimonial","410220"
1373,"Supervisor de credito e cobranca","410225"
1374,"Supervisor de orcamento","410230"
1375,"Supervisor de tesouraria","410235"
1376,"Supervisor de logistica","410240"
1377,"Auxiliar de escritorio","411005"
1378,"Assistente administrativo","411010"
1379,"Atendente de judiciario","411015"
1380,"Auxiliar de judiciario","411020"
1381,"Auxiliar de cartorio","411025"
1382,"Auxiliar de pessoal","411030"
1383,"Auxiliar de estatistica","411035"
1384,"Auxiliar de seguros","411040"
1385,"Auxiliar de servicos de importacao e exportacao","411045"
1386,"Agente de microcredito","411050"
1387,"Captador de recursos","411055"
1388,"Datilografo","412105"
1389,"Digitador","412110"
1390,"Operador de mensagens de telecomunicacoescorreios)","412115"
1391,"Supervisor de digitacao e operacao","412120"
1392,"Continuo","412205"
1393,"Analista de folha de pagamento","413105"
1394,"Auxiliar de contabilidade","413110"
1395,"Auxiliar de faturamento","413115"
1396,"Atendente de agencia","413205"
1397,"Caixa de banco","413210"
1398,"Compensador de banco","413215"
1399,"Conferente de servicos bancarios","413220"
1400,"Escriturario de banco","413225"
1401,"Operador de cobranca bancaria","413230"
1402,"Almoxarife","414105"
1403,"Armazenista","414110"
1404,"Balanceiro","414115"
1405,"Conferente mercadoriaexceto carga e descarga)","414120"
1406,"Estoquista","414125"
1407,"Expedidor de mercadorias","414135"
1408,"Auxiliar de logistica","414140"
1409,"Apontador de mao-de-obra","414205"
1410,"Apontador de producao","414210"
1411,"Conferente de carga e descarga","414215"
1412,"Arquivista de documentos","415105"
1413,"Codificador de dados","415115"
1414,"Fitotecario","415120"
1415,"Kardexista","415125"
1416,"Operador de maquina copiadoraexceto operador de grafica rapida)","415130"
1417,"Carteiro","415205"
1418,"Operador de triagem e transbordo","415210"
1419,"Entregador de publicacoes","415215"
1420,"Registrador de cancer","415305"
1421,"Analista de informacao em saude","415310"
1422,"Supervisor de caixas e bilheteirosexceto caixa de banco)","420105"
1423,"Supervisor de cobranca","420110"
1424,"Supervisor de coletadores de apostas e de jogos","420115"
1425,"Supervisor de entrevistadores e recenseadores","420120"
1426,"Supervisor de recepcionistas","420125"
1427,"Supervisor de telefonistas","420130"
1428,"Supervisor de telemarketing e atendimento","420135"
1429,"Atendente comercialagencia postal)","421105"
1430,"Bilheteiro de transportes coletivos","421110"
1431,"Bilheteiro no servico de diversoes","421115"
1432,"Emissor de passagens","421120"
1433,"Operador de caixa","421125"
1434,"Recebedor de apostasloteria)","421205"
1435,"Recebedor de apostasturfe)","421210"
1436,"Cobrador externo","421305"
1437,"Cobrador interno","421310"
1438,"Localizadorcobrador)","421315"
1439,"Recepcionista, em geral","422105"
1440,"Recepcionista de consultorio medico ou dentario","422110"
1441,"Recepcionista de seguro saude","422115"
1442,"Recepcionista de hotel","422120"
1443,"Recepcionista de banco","422125"
1444,"Concierge","422130"
1445,"Telefonista","422205"
1446,"Teleoperador","422210"
1447,"Operador de Telemarketing Receptivo","422215"
1448,"Operador de radio-chamada","422220"
1449,"Operador de telemarketing ativo","422305"
1450,"Operador de telemarketing ativo e receptivo","422310"
1451,"Operador de telemarketing receptivo","422315"
1452,"Operador de telemarketing tecnico","422320"
1453,"Teleatendente de emergencia","422330"
1454,"Monitor de teleatendimento","422335"
1455,"Despachante documentalista","423105"
1456,"Despachante de transito","423110"
1457,"Entrevistador censitario e de pesquisas amostrais","424105"
1458,"Entrevistador de pesquisa de opiniao e midia","424110"
1459,"Entrevistador de pesquisas de mercado","424115"
1460,"Entrevistador de precos","424120"
1461,"Escriturario em estatistica","424125"
1462,"Entrevistador Social","424130"
1463,"Coordenador de provasconcurso, avaliacao, exame)","424205"
1464,"Aplicador de provasconcurso, avaliacao, exame)","424210"
1465,"Supervisor de transportes","510105"
1466,"Administrador de edificios","510110"
1467,"Supervisor de andar","510115"
1468,"Chefe de portaria de hotel","510120"
1469,"Chefe de cozinha","510125"
1470,"Chefe de bar","510130"
1471,"Maitre","510135"
1472,"Supervisor de lavanderia","510205"
1473,"Supervisor de bombeiros","510305"
1474,"Supervisor de vigilantes","510310"
1475,"Comissario de voo","511105"
1476,"Comissario de trem","511110"
1477,"Taifeiroexceto militares)","511115"
1478,"Fiscal de transportes coletivosexceto trem)","511205"
1479,"Despachante de transportes coletivosexceto trem)","511210"
1480,"Cobrador de transportes coletivosexceto trem)","511215"
1481,"Bilheteiroestacoes de metro, ferroviarias e assemelhadas)","511220"
1482,"Guia de turismo","511405"
1483,"Condutor de Turismo de Aventura","511505"
1484,"Condutor de Turismo de Pesca","511510"
1485,"Empregado domestico nos servicos gerais","512105"
1486,"Empregado domestico arrumador","512110"
1487,"Empregado domestico faxineiro","512115"
1488,"Empregado domestico diarista","512120"
1489,"Mordomo de residencia","513105"
1490,"Mordomo de hotelaria","513110"
1491,"Governanta de hotelaria","513115"
1492,"Cozinheiro geral","513205"
1493,"Cozinheiro do servico domestico","513210"
1494,"Cozinheiro industrial","513215"
1495,"Cozinheiro de hospital","513220"
1496,"Cozinheiro de embarcacoes","513225"
1497,"Camareiro de teatro","513305"
1498,"Camareiro de televisao","513310"
1499,"Camareiro de hotel","513315"
1500,"Camareiro de embarcacoes","513320"
1501,"Guarda-roupeiro de cinema","513325"
1502,"Garcom","513405"
1503,"Sommelier","513410"
1504,"Cumim","513415"
1505,"Barman","513420"
1506,"Copeiro","513425"
1507,"Copeiro de hospital","513430"
1508,"Atendente de lanchonete","513435"
1509,"Barista","513440"
1510,"Auxiliar nos servicos de alimentacao","513505"
1511,"Churrasqueiro","513605"
1512,"Pizzaiolo","513610"
1513,"Sushiman","513615"
1514,"Ascensorista","514105"
1515,"Garagista","514110"
1516,"Sacristao","514115"
1517,"Zelador de edificio","514120"
1518,"Coletor de lixo domiciliar","514205"
1519,"Faxineiro","514210"
1520,"Varredor de rua","514215"
1521,"Limpador de vidros","514220"
1522,"Trabalhador de servicos de limpeza e conservacao de areas publicas","514225"
1523,"Coletor de residuos solidos de servicos de saude","514230"
1524,"Limpador de vidros","514305"
1525,"Auxiliar de manutencao predial","514310"
1526,"Limpador de fachadas","514315"
1527,"Faxineiro","514320"
1528,"Trabalhador da manutencao de edificacoes","514325"
1529,"Limpador de piscinas","514330"
1530,"Agente de Combate as Endemias","5151F1"
1531,"Cuidador em saude","5151H1"
1532,"Agente comunitario de saude","515105"
1533,"Atendente de enfermagem","515110"
1534,"Parteira leiga","515115"
1535,"Visitador sanitario","515120"
1536,"Agente indigena de saude","515125"
1537,"Agente indigena de saneamento","515130"
1538,"Socorristaexceto medicos e enfermeiros)","515135"
1539,"Agente de Combate as Endemias","515140"
1540,"Microscopista","5152A1"
1541,"Auxiliar de banco de sangue","515205"
1542,"Auxiliar de farmacia de manipulacao","515210"
1543,"Auxiliar de laboratorio de analises clinicas","515215"
1544,"Auxiliar de laboratorio de imunobiologicos","515220"
1545,"Auxiliar de producao farmaceutica","515225"
1546,"Educador social","515305"
1547,"Agente de acao social","515310"
1548,"Monitor de dependente quimico","515315"
1549,"Conselheiro tutelar","515320"
1550,"Socioeducador","515325"
1551,"Monitor de ressocializacao prisional","515330"
1552,"Barbeiro","516105"
1553,"Cabeleireiro","516110"
1554,"Esteticista","516115"
1555,"Manicure","516120"
1556,"Maquiador","516125"
1557,"Maquiador de caracterizacao","516130"
1558,"Massagista","516135"
1559,"Pedicure","516140"
1560,"Baba","516205"
1561,"Cuidador de idosos","516210"
1562,"Mae social","516215"
1563,"Cuidador em saude","516220"
1564,"Lavadeiro, em geral","516305"
1565,"Lavador de roupas a maquina","516310"
1566,"Lavador de artefatos de tapecaria","516315"
1567,"Limpador a seco, a maquina","516320"
1568,"Passador de roupas em geral","516325"
1569,"Tingidor de roupas","516330"
1570,"Conferente-expedidor de roupaslavanderias)","516335"
1571,"Atendente de lavanderia","516340"
1572,"Auxiliar de lavanderia","516345"
1573,"Lavador de roupas","516405"
1574,"Limpador de roupas a seco, a mao","516410"
1575,"Passador de roupas, a mao","516415"
1576,"Agente funerario","516505"
1577,"Operador de fornoservicos funerarios)","516605"
1578,"Sepultador","516610"
1579,"Astrologo","516705"
1580,"Numerologo","516710"
1581,"Esoterico","516805"
1582,"Paranormal","516810"
1583,"Bombeiro de aerodromo","517105"
1584,"Bombeiro civil","517110"
1585,"Salva-vidas","517115"
1586,"Brigadista florestal","517120"
1587,"Chefe de brigada","517125"
1588,"Agente de policia federal","517205"
1589,"Policial rodoviario federal","517210"
1590,"Guarda-civil municipal","517215"
1591,"Agente de transito","517220"
1592,"Policial legislativo","517225"
1593,"Policial penal","517230"
1594,"Guarda portuario","517235"
1595,"Agente de protecao de aeroporto","517305"
1596,"Agente de seguranca","517310"
1597,"Agente de seguranca penitenciaria","517315"
1598,"Vigia florestal","517320"
1599,"Vigia portuario","517325"
1600,"Vigilante","517330"
1601,"Guarda portuario","517335"
1602,"Porteirohotel)","517405"
1603,"Porteiro de edificios","517410"
1604,"Agente de portaria","517415"
1605,"Vigia","517420"
1606,"Fiscal de Loja","517425"
1607,"Ciclista mensageiro","519105"
1608,"Motofretista","519110"
1609,"Mototaxista","519115"
1610,"Catador de material reciclavel","519205"
1611,"Selecionador de material reciclavel","519210"
1612,"Operador de prensa de material reciclavel","519215"
1613,"Auxiliar de veterinario","519305"
1614,"Esteticista de animais domesticos","519310"
1615,"Banhista de animais domesticos","519315"
1616,"Tosador de animais domesticos","519320"
1617,"Profissional do sexo","519805"
1618,"Cartazeiro","519905"
1619,"Controlador de pragas","519910"
1620,"Engraxate","519915"
1621,"Gandula","519920"
1622,"Guardador de veiculos","519925"
1623,"Lavador de garrafas, vidros e outros utensilios","519930"
1624,"Lavador de veiculos","519935"
1625,"Leiturista","519940"
1626,"Recepcionista de casas de espetaculos","519945"
1627,"Supervisor de vendas de servicos","520105"
1628,"Supervisor de vendas comercial","520110"
1629,"Vendedor em comercio atacadista","521105"
1630,"Vendedor de comercio varejista","521110"
1631,"Promotor de vendas","521115"
1632,"Demonstrador de mercadorias","521120"
1633,"Repositor de mercadorias","521125"
1634,"Atendente de farmacia - balconista","521130"
1635,"Frentista","521135"
1636,"Atendente de Lojas e Mercados","521140"
1637,"Instalador de cortinas e persianas, portas sanfonadas e boxe","523105"
1638,"Instalador de som e acessorios de veiculos","523110"
1639,"Chaveiro","523115"
1640,"Aplicador de vinil autoadesivo","523120"
1641,"Estampador de placa de identificacao veicularEPIV)","523125"
1642,"Vendedor em domicilio","524105"
1643,"Feirante","524205"
1644,"Jornaleiroem banca de jornal)","524210"
1645,"Vendedor permissionario","524215"
1646,"Vendedor ambulante","524305"
1647,"Pipoqueiro ambulante","524310"
1648,"Baiana de acaraje","524315"
1649,"Produtor agropecuario, em geral","611005"
1650,"Produtor agricola polivalente","612005"
1651,"Produtor de arroz","612105"
1652,"Produtor de cana-de-acucar","612110"
1653,"Produtor de cereais de inverno","612115"
1654,"Produtor de gramineas forrageiras","612120"
1655,"Produtor de milho e sorgo","612125"
1656,"Produtor de algodao","612205"
1657,"Produtor de curaua","612210"
1658,"Produtor de juta","612215"
1659,"Produtor de rami","612220"
1660,"Produtor de sisal","612225"
1661,"Produtor na olericultura de legumes","612305"
1662,"Produtor na olericultura de raizes, bulbos e tuberculos","612310"
1663,"Produtor na olericultura de talos, folhas e flores","612315"
1664,"Produtor na olericultura de frutos e sementes","612320"
1665,"Produtor de flores de corte","612405"
1666,"Produtor de flores em vaso","612410"
1667,"Produtor de forracoes","612415"
1668,"Produtor de plantas ornamentais","612420"
1669,"Produtor de arvores frutiferas","612505"
1670,"Produtor de especies frutiferas rasteiras","612510"
1671,"Produtor de especies frutiferas trepadeiras","612515"
1672,"Cafeicultor","612605"
1673,"Produtor de cacau","612610"
1674,"Produtor de erva-mate","612615"
1675,"Produtor de fumo","612620"
1676,"Produtor de guarana","612625"
1677,"Produtor da cultura de amendoim","612705"
1678,"Produtor da cultura de canola","612710"
1679,"Produtor da cultura de coco-da-baia","612715"
1680,"Produtor da cultura de dende","612720"
1681,"Produtor da cultura de girassol","612725"
1682,"Produtor da cultura de linho","612730"
1683,"Produtor da cultura de mamona","612735"
1684,"Produtor da cultura de soja","612740"
1685,"Produtor de especiarias","612805"
1686,"Produtor de plantas aromaticas e medicinais","612810"
1687,"Criador em pecuaria polivalente","613005"
1688,"Criador de animais domesticos","613010"
1689,"Criador de asininos e muares","613105"
1690,"Criador de bovinoscorte)","613110"
1691,"Criador de bovinosleite)","613115"
1692,"Criador de bubalinoscorte)","613120"
1693,"Criador de bubalinosleite)","613125"
1694,"Criador de equinos","613130"
1695,"Criador de caprinos","613205"
1696,"Criador de ovinos","613210"
1697,"Criador de suinos","613215"
1698,"Avicultor","613305"
1699,"Cunicultor","613310"
1700,"Apicultor","613405"
1701,"Criador de animais produtores de veneno","613410"
1702,"Minhocultor","613415"
1703,"Sericultor","613420"
1704,"Supervisor de exploracao agricola","620105"
1705,"Supervisor de exploracao agropecuaria","620110"
1706,"Supervisor de exploracao pecuaria","620115"
1707,"Trabalhador agropecuario em geral","621005"
1708,"Caseiroagricultura)","622005"
1709,"Jardineiro","622010"
1710,"Trabalhador na producao de mudas e sementes","622015"
1711,"Trabalhador volante da agricultura","622020"
1712,"Trabalhador da cultura de arroz","622105"
1713,"Trabalhador da cultura de cana-de-acucar","622110"
1714,"Trabalhador da cultura de milho e sorgo","622115"
1715,"Trabalhador da cultura de trigo, aveia, cevada e triticale","622120"
1716,"Trabalhador da cultura de algodao","622205"
1717,"Trabalhador da cultura de sisal","622210"
1718,"Trabalhador da cultura do rami","622215"
1719,"Trabalhador na olericulturafrutos e sementes)","622305"
1720,"Trabalhador na olericulturalegumes)","622310"
1721,"Trabalhador na olericulturaraizes, bulbos e tuberculos)","622315"
1722,"Trabalhador na olericulturatalos, folhas e flores)","622320"
1723,"Trabalhador no cultivo de flores e folhagens de corte","622405"
1724,"Trabalhador no cultivo de flores em vaso","622410"
1725,"Trabalhador no cultivo de forracoes","622415"
1726,"Trabalhador no cultivo de mudas","622420"
1727,"Trabalhador no cultivo de plantas ornamentais","622425"
1728,"Trabalhador no cultivo de arvores frutiferas","622505"
1729,"Trabalhador no cultivo de especies frutiferas rasteiras","622510"
1730,"Trabalhador no cultivo de trepadeiras frutiferas","622515"
1731,"Trabalhador da cultura de cacau","622605"
1732,"Trabalhador da cultura de cafe","622610"
1733,"Trabalhador da cultura de erva-mate","622615"
1734,"Trabalhador da cultura de fumo","622620"
1735,"Trabalhador da cultura de guarana","622625"
1736,"Trabalhador na cultura de amendoim","622705"
1737,"Trabalhador na cultura de canola","622710"
1738,"Trabalhador na cultura de coco-da-baia","622715"
1739,"Trabalhador na cultura de dende","622720"
1740,"Trabalhador na cultura de mamona","622725"
1741,"Trabalhador na cultura de soja","622730"
1742,"Trabalhador na cultura do girassol","622735"
1743,"Trabalhador na cultura do linho","622740"
1744,"Trabalhador da cultura de especiarias","622805"
1745,"Trabalhador da cultura de plantas aromaticas e medicinais","622810"
1746,"Adestrador de animais","623005"
1747,"Inseminador","623010"
1748,"Trabalhador de pecuaria polivalente","623015"
1749,"Tratador de animais","623020"
1750,"Casqueador de animais","623025"
1751,"Trabalhador da pecuariaasininos e muares)","623105"
1752,"Trabalhador da pecuariabovinos corte)","623110"
1753,"Trabalhador da pecuariabovinos leite)","623115"
1754,"Trabalhador da pecuariabubalinos)","623120"
1755,"Trabalhador da pecuariaequinos)","623125"
1756,"Trabalhador da caprinocultura","623205"
1757,"Trabalhador da ovinocultura","623210"
1758,"Trabalhador da suinocultura","623215"
1759,"Trabalhador da avicultura de corte","623305"
1760,"Trabalhador da avicultura de postura","623310"
1761,"Operador de incubadora","623315"
1762,"Trabalhador da cunicultura","623320"
1763,"Sexador","623325"
1764,"Trabalhador em criatorios de animais produtores de veneno","623405"
1765,"Trabalhador na apicultura","623410"
1766,"Trabalhador na minhocultura","623415"
1767,"Trabalhador na sericicultura","623420"
1768,"Supervisor da aquicultura","630105"
1769,"Supervisor da area florestal","630110"
1770,"Catador de caranguejos e siris","631005"
1771,"Catador de mariscos","631010"
1772,"Pescador artesanal de lagostas","631015"
1773,"Pescador artesanal de peixes e camaroes","631020"
1774,"Pescador artesanal de agua doce","631105"
1775,"Pescador industrial","631205"
1776,"Pescador profissional","631210"
1777,"Criador de camaroes","631305"
1778,"Criador de jacares","631310"
1779,"Criador de mexilhoes","631315"
1780,"Criador de ostras","631320"
1781,"Criador de peixes","631325"
1782,"Criador de quelonios","631330"
1783,"Criador de ras","631335"
1784,"Gelador industrial","631405"
1785,"Gelador profissional","631410"
1786,"Proeiro","631415"
1787,"Redeiropesca)","631420"
1788,"Guia florestal","632005"
1789,"Raizeiro","632010"
1790,"Viveirista florestal","632015"
1791,"Classificador de toras","632105"
1792,"Cubador de madeira","632110"
1793,"Identificador florestal","632115"
1794,"Operador de motosserra","632120"
1795,"Trabalhador de extracao florestal, em geral","632125"
1796,"Seringueiro","632205"
1797,"Trabalhador da exploracao de especies produtoras de gomas nao elasticas","632210"
1798,"Trabalhador da exploracao de resinas","632215"
1799,"Trabalhador da exploracao de andiroba","632305"
1800,"Trabalhador da exploracao de babacu","632310"
1801,"Trabalhador da exploracao de bacaba","632315"
1802,"Trabalhador da exploracao de buriti","632320"
1803,"Trabalhador da exploracao de carnauba","632325"
1804,"Trabalhador da exploracao de coco-da-praia","632330"
1805,"Trabalhador da exploracao de copaiba","632335"
1806,"Trabalhador da exploracao de malvapaina)","632340"
1807,"Trabalhador da exploracao de murumuru","632345"
1808,"Trabalhador da exploracao de oiticica","632350"
1809,"Trabalhador da exploracao de ouricuri","632355"
1810,"Trabalhador da exploracao de pequi","632360"
1811,"Trabalhador da exploracao de piacava","632365"
1812,"Trabalhador da exploracao de tucum","632370"
1813,"Trabalhador da exploracao de acai","632405"
1814,"Trabalhador da exploracao de castanha","632410"
1815,"Trabalhador da exploracao de pinhao","632415"
1816,"Trabalhador da exploracao de pupunha","632420"
1817,"Trabalhador da exploracao de arvores e arbustos produtores de substancias aromat., medic. e tox","632505"
1818,"Trabalhador da exploracao de cipos produtores de substancias aromaticas, medicinais e toxicas","632510"
1819,"Trabalhador da exploracao de madeiras tanantes","632515"
1820,"Trabalhador da exploracao de raizes produtoras de substancias aromaticas, medicinais e toxicas","632520"
1821,"Trabalhador da extracao de substancias aromaticas, medicinais e toxicas, em geral","632525"
1822,"Carvoeiro","632605"
1823,"Carbonizador","632610"
1824,"Ajudante de carvoaria","632615"
1825,"Operador de colheitadeira","641005"
1826,"Operador de maquinas de beneficiamento de produtos agricolas","641010"
1827,"Tratorista agricola","641015"
1828,"Operador de colhedor florestal","642005"
1829,"Operador de maquinas florestais estaticas","642010"
1830,"Operador de trator florestal","642015"
1831,"Trabalhador na operacao de sistema de irrigacao localizadamicroaspersao e gotejamento)","643005"
1832,"Trabalhador na operacao de sistema de irrigacao por aspersaopivo central)","643010"
1833,"Trabalhador na operacao de sistemas convencionais de irrigacao por aspersao","643015"
1834,"Trabalhador na operacao de sistemas de irrigacao e aspersaoalto propelido)","643020"
1835,"Trabalhador na operacao de sistemas de irrigacao por superficie e drenagem","643025"
1836,"Supervisor de apoio operacional na mineracao","710105"
1837,"Supervisor de extracao de sal","710110"
1838,"Supervisor de perfuracao e desmonte","710115"
1839,"Supervisor de producao na mineracao","710120"
1840,"Supervisor de transporte na mineracao","710125"
1841,"Mestreconstrucao civil)","710205"
1842,"Mestre de linhasferrovias)","710210"
1843,"Inspetor de terraplenagem","710215"
1844,"Supervisor de usina de concreto","710220"
1845,"Fiscal de patio de usina de concreto","710225"
1846,"Amostrador de minerios","711105"
1847,"Canteiro","711110"
1848,"Destrocador de pedra","711115"
1849,"Detonador","711120"
1850,"Escorador de minas","711125"
1851,"Mineiro","711130"
1852,"Operador de caminhaominas e pedreiras)","711205"
1853,"Operador de carregadeira","711210"
1854,"Operador de maquina cortadoraminas e pedreiras)","711215"
1855,"Operador de maquina de extracao continuaminas de carvao)","711220"
1856,"Operador de maquina perfuradoraminas e pedreiras)","711225"
1857,"Operador de maquina perfuratriz","711230"
1858,"Operador de motoniveladoraextracao de minerais solidos)","711235"
1859,"Operador de schutthecar","711240"
1860,"Operador de tratorminas e pedreiras)","711245"
1861,"Operador de sonda de percussao","711305"
1862,"Operador de sonda rotativa","711310"
1863,"Sondadorpocos de petroleo e gas)","711315"
1864,"Sondador de pocosexceto de petroleo e gas)","711320"
1865,"Plataformistapetroleo)","711325"
1866,"Torristapetroleo)","711330"
1867,"Garimpeiro","711405"
1868,"Operador de salinasal marinho)","711410"
1869,"Moleiro de minerios","712105"
1870,"Operador de aparelho de flotacao","712110"
1871,"Operador de aparelho de precipitacaominas de ouro ou prata)","712115"
1872,"Operador de britador de mandibulas","712120"
1873,"Operador de espessador","712125"
1874,"Operador de jigminas)","712130"
1875,"Operador de peneiras hidraulicas","712135"
1876,"Cortador de pedras","712205"
1877,"Gravador de inscricoes em pedra","712210"
1878,"Gravador de relevos em pedra","712215"
1879,"Polidor de pedras","712220"
1880,"Torneirolavra de pedra)","712225"
1881,"Tracador de pedras","712230"
1882,"Operador de bate-estacas","715105"
1883,"Operador de compactadora de solos","715110"
1884,"Operador de escavadeira","715115"
1885,"Operador de maquina de abrir valas","715120"
1886,"Operador de maquinas de construcao civil e mineracao","715125"
1887,"Operador de motoniveladora","715130"
1888,"Operador de pa carregadeira","715135"
1889,"Operador de pavimentadoraasfalto, concreto e materiais similares)","715140"
1890,"Operador de trator de lamina","715145"
1891,"Calceteiro","715205"
1892,"Pedreiro","715210"
1893,"Pedreirochamines industriais)","715215"
1894,"Pedreiromaterial refratario)","715220"
1895,"Pedreiromineracao)","715225"
1896,"Pedreiro de edificacoes","715230"
1897,"Armador de estrutura de concreto","715305"
1898,"Moldador de corpos de prova em usinas de concreto","715310"
1899,"Armador de estrutura de concreto armado","715315"
1900,"Operador de betoneira","715405"
1901,"Operador de bomba de concreto","715410"
1902,"Operador de central de concreto","715415"
1903,"Operador de usina de asfalto","715420"
1904,"Carpinteiro","715505"
1905,"Carpinteiroesquadrias)","715510"
1906,"Carpinteirocenarios)","715515"
1907,"Carpinteiromineracao)","715520"
1908,"Carpinteiro de obras","715525"
1909,"Carpinteirotelhados)","715530"
1910,"Carpinteiro de formas para concreto","715535"
1911,"Carpinteiro de obras civis de artepontes, tuneis, barragens)","715540"
1912,"Montador de andaimesedificacoes)","715545"
1913,"Eletricista de instalacoescenarios)","715605"
1914,"Eletricista de instalacoesedificios)","715610"
1915,"Eletricista de instalacoes","715615"
1916,"Aplicador de asfalto impermeabilizantecoberturas)","715705"
1917,"Instalador de isolantes acusticos","715710"
1918,"Instalador de isolantes termicosrefrigeracao e climatizacao)","715715"
1919,"Instalador de isolantes termicos de caldeira e tubulacoes","715720"
1920,"Instalador de material isolante, a maoedificacoes)","715725"
1921,"Instalador de material isolante, a maquinaedificacoes)","715730"
1922,"Acabador de superficies de concreto","716105"
1923,"Revestidor de superficies de concreto","716110"
1924,"Telhadortelhas de argila e materiais similares)","716205"
1925,"Telhadortelhas de cimento-amianto)","716210"
1926,"Telhadortelhas metalicas)","716215"
1927,"Telhadortelhas plasticas)","716220"
1928,"Vidraceiro","716305"
1929,"Vidraceiroedificacoes)","716310"
1930,"Vidraceirovitrais)","716315"
1931,"Gesseiro","716405"
1932,"Assoalhador","716505"
1933,"Assentador de revestimentos ceramicos","716510"
1934,"Pastilheiro","716515"
1935,"Lustrador de piso","716520"
1936,"Marmoristaconstrucao)","716525"
1937,"Mosaista","716530"
1938,"Taqueiro","716535"
1939,"Rejuntador de revestimentos","716540"
1940,"Calafetador","716605"
1941,"Pintor de obras","716610"
1942,"Revestidor de interiorespapel, material plastico e emborrachados)","716615"
1943,"Demolidor de edificacoes","717005"
1944,"Operador de martelete","717010"
1945,"Poceiroedificacoes)","717015"
1946,"Servente de obras","717020"
1947,"Vibradorista","717025"
1948,"Mestreafiador de ferramentas)","720105"
1949,"Mestre de caldeiraria","720110"
1950,"Mestre de ferramentaria","720115"
1951,"Mestre de forjaria","720120"
1952,"Mestre de fundicao","720125"
1953,"Mestre de galvanoplastia","720130"
1954,"Mestre de pinturatratamento de superficies)","720135"
1955,"Mestre de soldagem","720140"
1956,"Mestre de trefilacao de metais","720145"
1957,"Mestre de usinagem","720150"
1958,"Mestre serralheiro","720155"
1959,"Supervisor de controle de tratamento termico","720160"
1960,"Mestreconstrucao naval)","720205"
1961,"Mestreindustria de automotores e material de transportes)","720210"
1962,"Mestreindustria de maquinas e outros equipamentos mecanicos)","720215"
1963,"Mestre de construcao de fornos","720220"
1964,"Ferramenteiro","721105"
1965,"Ferramenteiro de mandris, calibradores e outros dispositivos","721110"
1966,"Modelador de metaisfundicao)","721115"
1967,"Operador de maquina de eletroerosao","721205"
1968,"Operador de maquinas operatrizes","721210"
1969,"Operador de maquinas-ferramenta convencionais","721215"
1970,"Operador de usinagem convencional por abrasao","721220"
1971,"Preparador de maquinas-ferramenta","721225"
1972,"Afiador de cardas","721305"
1973,"Afiador de cutelaria","721310"
1974,"Afiador de ferramentas","721315"
1975,"Afiador de serras","721320"
1976,"Polidor de metais","721325"
1977,"Operador de centro de usinagem com comando numerico","721405"
1978,"Operador de fresadora com comando numerico","721410"
1979,"Operador de mandriladora com comando numerico","721415"
1980,"Operador de maquina eletroerosao, a fio, com comando numerico","721420"
1981,"Operador de retificadora com comando numerico","721425"
1982,"Operador de torno com comando numerico","721430"
1983,"Forjador","722105"
1984,"Forjador a martelo","722110"
1985,"Forjador prensista","722115"
1986,"Fundidor de metais","722205"
1987,"Lingotador","722210"
1988,"Operador de acabamento de pecas fundidas","722215"
1989,"Operador de maquina de fundicao","722220"
1990,"Operador de maquina de fundir sob pressao","722225"
1991,"Operador de vazamentolingotamento)","722230"
1992,"Preparador de panelaslingotamento)","722235"
1993,"Macheiro, a mao","722305"
1994,"Macheiro, a maquina","722310"
1995,"Moldador, a mao","722315"
1996,"Moldador, a maquina","722320"
1997,"Operador de equipamentos de preparacao de areia","722325"
1998,"Operador de maquina de moldar automatizada","722330"
1999,"Cableador","722405"
2000,"Estirador de tubos de metal sem costura","722410"
2001,"Trefilador de metais, a maquina","722415"
2002,"Cementador de metais","723105"
2003,"Normalizador de metais e de compositos","723110"
2004,"Operador de equipamento para resfriamento","723115"
2005,"Operador de forno de tratamento termico de metais","723120"
2006,"Temperador de metais e de compositos","723125"
2007,"Decapador","723205"
2008,"Fosfatizador","723210"
2009,"Galvanizador","723215"
2010,"Metalizador a pistola","723220"
2011,"Metalizadorbanho quente)","723225"
2012,"Operador de maquina recobridora de arame","723230"
2013,"Operador de zincagemprocesso eletrolitico)","723235"
2014,"Oxidador","723240"
2015,"Operador de equipamento de secagem de pintura","723305"
2016,"Pintor a pincel e roloexceto obras e estruturas metalicas)","723310"
2017,"Pintor de estruturas metalicas","723315"
2018,"Pintor de veiculosfabricacao)","723320"
2019,"Pintor por imersao","723325"
2020,"Pintor, a pistolaexceto obras e estruturas metalicas)","723330"
2021,"Assentador de canalizacaoedificacoes)","724105"
2022,"Encanador","724110"
